,track_id,genre,sub_genre,bpm,has_vocals,,,,,,,,
1,c9a876b00e975a86b469a8d5775925479edb7fbd40007e1de2ee465bc8425571,Film,Supernatural,0,FALSE,,,,,,,,
2,21d0dc563784f71c1e72cecee38dabedd2d3ce544c6495a6954dc72898906497,Electronica & Dance,Ambient,0,FALSE,,,,,,,,
3,c1c2f1a406d81bd0b1df4b47d52da0e714f0c6381b38072b55f2c474ff94fc90,Electronica & Dance,Dance,110,FALSE,,,,,,,,
4,6881b9639bc7b64da086d753a2064812c8248eed26302ae72c06c8f0a51c34f9,Film,Action,125,FALSE,,,,,,,,
5,babc0f6706491a9612587dc4b6874a780f8b6cf101e35f940513fd97854f079f,Film,Action,110,FALSE,,,,,,,,
6,c7fb8626fcee8f01bd25ba91281285dc734380df3995d19b4de177c991ea35cb,Electronica & Dance,Ambient,154,FALSE,,,,,,,,
7,1f05ed58602e0eaa0a1f782b9de3b258e9e9f34021feb7e0c276056babf824c2,Jazz,Modern Jazz,125,FALSE,,,,,,,,
8,1202e18c52dd66a2bc8e3958d8e62aa1afc1e91dedb8961c270a9bae688be855,Electronica & Dance,House,130,FALSE,,,,,,,,
9,cf094d5c22346bbd40b8bf979c64f468c82268b06eaebb24af7652f31840c89b,Film,Beautiful,160,FALSE,,,,,,,,
10,ef58a4a11938299528def1a04daeef39de134e31043490af9b5e0829600b7e8d,Film,Crime Scene,122,FALSE,,,,,,,,
11,b768c778b5f247e0617ed34a2b6630ea60af44f89631718f34dfae3df01cc703,Film,Drama,111,FALSE,,,,,,,,
12,c59dfe6f8bf47ad41b085aa1d6768d91479622c59a020045df68dfed81d27af6,Film,Action,160,FALSE,,,,,,,,
13,49805821ec041b4b8ca999051c5f4087699b75e5b872cb421268bec9a405819d,Rock,1960s Rock,162,FALSE,,,,,,,,
14,f775e92d630b826d602ad1abdd0e7d40058f1c87d062aafe0bff1aaebe987f2d,Film,Drama,186,FALSE,,,,,,,,
15,0049353bdd7795af057ebac9eaa577592ed14a80a2d634ef85b79e3c311e2006,Electronica & Dance,House,125,FALSE,,,,,,,,
16,f292153c59197cdf5037848792d523a2a2848d29f6a73c60b860d0ea2859e070,Film,Suspense,117,FALSE,,,,,,,,
17,8657ee016d1d3e37ff4fabcae4f9cabfcfc10ee4de75296bcb3fca216d2c5048,Film,Action,87,FALSE,,,,,,,,
18,dd091852a76a6f4565a1d5eb9a828fc5edbfb77d4aef03c797dd06a9010bbee9,Rock,Metal,89,FALSE,,,,,,,,
19,6f7b412b508b76d107853733cbdeb5716d8f83e6a892e6cd2d9fa63baeec0bc9,Rnb & Soul,Soul,81,FALSE,,,,,,,,
20,e427d0cce3136b219610ffbf57cfdcad04e89c2bd57f7f4809bb1a9ce5dcc468,Pop,1990s Pop,126,FALSE,,,,,,,,
21,4f0337bfd7f707d005c62f52ff186dcb7081fc00cfe07c931d67028b0d962661,Jazz,Traditional Jazz,84,FALSE,,,,,,,,
22,8340ce29ed92e7375e1794bbf70132e55cbbe609f025ba7d11f1d7aa04e849be,Pop,Indie Pop,89,TRUE,,,,,,,,
23,e05e9c3695a093a8ff6df5412eb9119345672807f028e352809df2796abe7ab5,Pop,Indie Pop,88,TRUE,,,,,,,,
24,53782b18c6046ee0c996bda91f55d37b9f50d8c688539170c36305276f59f8fb,Rock,Hard Rock,187,TRUE,,,,,,,,
25,b6bc593abff2dbc93ce9f824ffaa97b7f037183e1d41f96d1d89c0dde854f0e1,Film,Beautiful,100,FALSE,,,,,,,,
26,ada348e44b5ae25d216b9282ba1ee5f97d85893d2125634f3391865ce1addd46,Film,Mystery,120,FALSE,,,,,,,,
27,0b5ca625135b6df71fb0ce63df448064013255a7334b8efab5c9dbf43f2ae126,Pop,2010s Pop,130,FALSE,,,,,,,,
28,c6d557d4196ce31c8488d423b9908a6ff05e8dbadb7df21c038fff1e644b558d,Rnb & Soul,Soul,102,FALSE,,,,,,,,
29,6d7766c2f2d0cab11d73ae1b4236b28186be756755ff58a475e20853ec93e330,Hip Hop,Trap,105,FALSE,,,,,,,,
30,ad3e9bd2d63f230f635e35d187d525ee7683da4dfbf96976454d2a45c41bca08,Hip Hop,Alternative Hip Hop,140,FALSE,,,,,,,,
31,9635a6595da719191204859e8a91979b1d55e0728b29177a97b3d05b4d4cf4b1,Electronica & Dance,House,105,FALSE,,,,,,,,
32,0e527ae8746bd9c255b02acd906781bd67819f53168f445edaf7d038b745051f,Pop,2010s Pop,92,FALSE,,,,,,,,
33,68eda89ed2d2c46597f3021b686165c87edf0953972d39c6f55adcc7fbff2138,Hip Hop,Mainstream Hip Hop,128,FALSE,,,,,,,,
34,5d93cedd0cccaab2b88705e3498064d28e3cf4796da998519f8bc0720271d105,Rnb & Soul,RnB,72,FALSE,,,,,,,,
35,2cb3311b41da0f257ab11d550bca9e0a29217626dd9ca6c2a3b5882dea3834c2,Pop,2010s Pop,92,TRUE,,,,,,,,
36,302144bb27c84049a5b365ef1a220617b965d2be76414040f29bb67c702518a8,Rnb & Soul,Soul,94,FALSE,,,,,,,,
37,02bc2315f65a3db67abd759fb8444fc2493635bf431a79ed360740e6b4d75d4b,Hip Hop,Alternative Hip Hop,78,FALSE,,,,,,,,
38,98b8e4bf0c7c754c6858801de76044ce6e49bd8d131f2ebd0d6ebb9fa0e436e8,Hip Hop,Alternative Hip Hop,83,TRUE,,,,,,,,
39,aab071f4c8100c439a754304fe2c35d372cc8b143c0c2791dd7057556ea4a4f5,Hip Hop,Trap,138,FALSE,,,,,,,,
40,f539bf3d0105fa98aef97f8ea64fd35ba3f8b1eb711b4279627df62d24df26f7,Jazz,Traditional Jazz,58,FALSE,,,,,,,,
41,5be667f6721264c1ee1f221c6cb9edc731efb552ffe077ce48ab08d57c2df1ac,Rock,1960s Rock,121,FALSE,,,,,,,,
42,8966d74445eb7a0b4c40c52bca69c0692659e2495239dad22f5d222ec0f2bc10,Hip Hop,Alternative Hip Hop,88,FALSE,,,,,,,,
43,cf2b07a694926e93b3e24c3b6bcaa0b6a72149e7cad959156e59ba2f416d8db7,Hip Hop,Mainstream Hip Hop,156,TRUE,,,,,,,,
44,5c3d833cfb021e460f804beb02f134c5c471d6e95969975bde572a29735a608a,Electronica & Dance,Ambient,70,FALSE,,,,,,,,
45,b9e3577292470add92dc9f443e45e2c5638e78762b3c70796f594aa97029c860,Rock,2010s Rock,125,FALSE,,,,,,,,
46,45269d295033074c6e168cee0d518f8feb590a2212e6042c56a9ace75274e294,Rock,1950s Rock,136,FALSE,,,,,,,,
47,d5cc4b9ec659811dc1b2a6dd967a5953f53d457efcddc4f79baad4fffa83cd17,Pop,1990s Pop,123,FALSE,,,,,,,,
48,f5937608fccde3f4d5ff9bff0c9a38319287cca4e5378cc7ca471e5819bae02b,Jazz,Traditional Jazz,86,FALSE,,,,,,,,
49,9b9eaa28e14b0e94d01cff1e0108a8bde6d39416564c9f60912ecd3cbdea372c,Film,Chase,150,FALSE,,,,,,,,
50,efc09fa55cef2b883fefe8d7f53aaf641c80707f7d8a6cdcbc9f93fba4b4da84,Pop,2010s Pop,102,TRUE,,,,,,,,
51,8f9aab4df9ed02285c3ea0f015130b32afe5def0d4171065fcac0160668709da,Electronica & Dance,Beats,105,FALSE,,,,,,,,
52,12c82df4b814ff400f376a20f52eb70f42746ec6c1698cc0875fbc41dcc52e7e,Pop,2010s Pop,120,FALSE,,,,,,,,
53,35f3833b4d0484bb6d59e139194ecc1fce59cd626f582342c3186abd41e52d82,Rock,Punk,172,FALSE,,,,,,,,
54,6a2610891ad4a6b211b4e4112bc2ef8d58fd844fc844b5ad02458dc66eaa921e,Electronica & Dance,Beats,113,FALSE,,,,,,,,
55,32a2506ca769c6eb0d0d9dee5829613691b2eb23b0cee05e9bf16db3d7e64976,Pop,2010s Pop,81,TRUE,,,,,,,,
56,7920c8474155667dd8d2313559c72e417d711b901e37637dd40342e0fbafb056,Pop,Indie Pop,88,FALSE,,,,,,,,
57,672c34fc20ad3a6112865b98a0ce376575a020bbd99bdda9a8ff38a042c202fe,Pop,2010s Pop,115,TRUE,,,,,,,,
58,5e2f996882e123b62171e16c75fc20e2ce1f70a3e7b4e2a9c6ecf652316b40aa,Electronica & Dance,House,120,FALSE,,,,,,,,
59,75d644251a2b069101f5d637f3023186f8223bf45b3826ad84423f242790f43a,Pop,2010s Pop,98,FALSE,,,,,,,,
60,bc6ea605e3b068026e398342d4bc76d4b2c1f583bda2123667df0f16fca2472f,Hip Hop,Alternative Hip Hop,93,FALSE,,,,,,,,
61,a25e1ea32de880aee4b5df2edb67ec6dda433d2e2ca38bac67b2a56ebfcfa048,Electronica & Dance,Deep House,118,FALSE,,,,,,,,
62,dd4c3db781594a9f4c60cad12e7076dc360af57fb0f8846e3414b752a587916d,Electronica & Dance,Disco,120,TRUE,,,,,,,,
63,90e2cc91de33ffa3cd7f3ef22f0724c90fe439d799e9eeadcd5979428bd4e93b,Electronica & Dance,House,126,TRUE,,,,,,,,
64,25c25fd5c1e85b66bf633831b924f1ac7618c97826bd638549bbfa5015aa5621,Hip Hop,Alternative Hip Hop,94,TRUE,,,,,,,,
65,16357f0f7127df0052166c7ac148373dbccad6d817820c5b72da56c4fdd5a2f3,Electronica & Dance,Soft House,121,FALSE,,,,,,,,
66,79aad01f53f037a40199362ab96eafc53a28d47bedc869eb63ea03f8da40b44f,Hip Hop,Mainstream Hip Hop,75,TRUE,,,,,,,,
67,d1db14fa75785724e0ea1d085a0a8c7906c1575d6f275629f6025984123add59,Rnb & Soul,Soul,80,TRUE,,,,,,,,
68,a44148a8a8cdea1a62e418d2c5d4f7603c4a503f0c826b45824ad8f4e35d4a8e,Jazz,Traditional Jazz,130,FALSE,,,,,,,,
69,e588c62f07fe72b35349a6e49fff5335fed23d95c4587d3159fba59513d0e8ff,Electronica & Dance,Beats,89,FALSE,,,,,,,,
70,d19e309d458a0a1263c1433210dcecb91d750477c27bcd48c7e9ac85e9ae9cd8,Jazz,Modern Jazz,105,FALSE,,,,,,,,
71,fe593a399ab854fbf5c0879985bdbee4931a8327cd893851d77108a0f1611451,Film,Mystery,86,FALSE,,,,,,,,
72,b2964e3f14a44fed9450b515d93bab7537243f38c1cdbfd86c597d03fb02cbee,Pop,Indie Pop,110,TRUE,,,,,,,,
73,48e90f63376632b4f3669acc4d68633d83d3a3323834afd68d8c2fd9f14f168f,Hip Hop,Mainstream Hip Hop,176,FALSE,,,,,,,,
74,c27459a1835952dd8e4a2b764be95f649e7430470fd28cd3a58a8ddc7b0890c8,Pop,1960s Pop,164,FALSE,,,,,,,,
75,b7852155f07cd41bd58652eca745eb2182d29ac2a718876ff24b6ba3e9b3bff4,Electronica & Dance,Ambient,120,FALSE,,,,,,,,
76,9b1296cc10a5c7dcfefccca6859bf1c5a9f5392e9bee3fad72c63bda92017b08,Electronica & Dance,Ambient,120,FALSE,,,,,,,,
77,4f33e6b61eef836d9a5f52d07435e01896c0e8d4a711da4c0ad266f6a4bd4b36,Film,Adventure,105,FALSE,,,,,,,,
78,967e2849b81de3c55980e4810ea8597c3d8d46c612401ccc79c9bdd0599d5a81,Pop,Indie Pop,118,FALSE,,,,,,,,
79,6515506b2d13ad84982e64313642e6d86e517c37962c8eaa958ec15225aea592,Pop,1960s Pop,130,FALSE,,,,,,,,
80,ea9bfb7c985250c2ef46afedc432545345b381d93b043a5695b344d1665bd3e7,Electronica & Dance,Ambient,120,FALSE,,,,,,,,
81,f072ddadfa648ddf6ba15435702e21a5679488de1218be5e46595b4c3e27c636,Pop,Indie Pop,148,FALSE,,,,,,,,
82,76118c7a0dede324c2e70e64df2a123c6adf65838939dd62ba74f923bf5f1ee1,Film,Crime Scene,110,FALSE,,,,,,,,
83,f283be741a344bd02b8e9d804d1e90c83dd5660b028804d7b9a19e9571e384bd,Pop,2000s Pop,90,FALSE,,,,,,,,
84,34555eb4e91db40fb6e7bd003743dc60957fa19b2c7f4b602a59b3c3c0301333,Pop,2010s Pop,110,TRUE,,,,,,,,
85,03ab2063498cbaa18f9260ee932722cd5ca11d769311652e1d54ff0770ff9aaf,Rnb & Soul,Soul,104,FALSE,,,,,,,,
86,395cfa2e337560a135aad8a77af3b44f7c7a8f7367f3c711b51c318f836192ca,Pop,Indie Pop,143,FALSE,,,,,,,,
87,1b4b9f224a6405e81741067fc0b3215a6c1b68483b36f1d0771019f9923357ca,Film,Build,157,FALSE,,,,,,,,
88,4f1b169935ce451e560cdd05b34eec1728023a08e518c5e2efb3255b3bf0b923,Pop,2010s Pop,117,TRUE,,,,,,,,
89,eab7b0e59ba37f8b9152362f9738b913df1d8c0ff0dd3b7b9e53d34cdfe9bc77,Pop,Indie Pop,132,FALSE,,,,,,,,
90,e2877d027c1fe96e013ddc79f20cadd8a9a19902ca1927769b867f075e3de9ab,Hip Hop,Mainstream Hip Hop,134,FALSE,,,,,,,,
91,1c30e80943ba0b623e46da0ff6ec3c5498787f08eb60258c8af67c9dace92df3,Rock,Hard Rock,82,FALSE,,,,,,,,
92,ab2935ff14378aa5654cdd97553d8c54b7e922d75ab7698c795345bc238ec516,Hip Hop,Alternative Hip Hop,78,FALSE,,,,,,,,
93,c193d20950f316e114540d1ed4965e8f079c79a64c08cf48e0d4b1b577909160,Electronica & Dance,Soft House,110,TRUE,,,,,,,,
